Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
0.007,40.25,0.0321,0.0122,0.0088,16O,water,0.00044
0.008,43.03,0.0363,0.0136,0.0098,16O,water,0.0005
0.009,45.64,0.0405,0.0149,0.0107,16O,water,0.00056
0.01,48.11,0.0447,0.0163,0.0117,16O,water,0.00063
0.011,50.46,0.049,0.0176,0.0126,16O,water,0.00069
0.012,52.7,0.0532,0.0189,0.0135,16O,water,0.00075
0.013,54.85,0.0575,0.0202,0.0144,16O,water,0.00081
0.014,56.92,0.0618,0.0214,0.0154,16O,water,0.00088
0.015,58.92,0.0662,0.0227,0.0163,16O,water,0.00094
0.016,60.86,0.0705,0.0239,0.0172,16O,water,0.001
0.017,62.73,0.0749,0.0252,0.0181,16O,water,0.00106
0.018,64.55,0.0793,0.0264,0.019,16O,water,0.00113
0.02,68.04,0.0882,0.0288,0.0208,16O,water,0.00125
0.0225,72.17,0.0994,0.0318,0.0231,16O,water,0.00141
0.025,76.07,0.1106,0.0346,0.0253,16O,water,0.00156
0.0275,79.79,0.1219,0.0374,0.0276,16O,water,0.00172
0.03,83.33,0.1333,0.0402,0.0298,16O,water,0.00188
0.0325,86.74,0.1448,0.0428,0.032,16O,water,0.00203
0.035,89.82,0.1563,0.0455,0.0343,16O,water,0.00219
0.0375,92.53,0.1678,0.048,0.0364,16O,water,0.00234
0.04,94.95,0.1794,0.0505,0.0386,16O,water,0.0025
0.045,99.21,0.2027,0.0554,0.043,16O,water,0.00281
0.05,102.9,0.2263,0.0602,0.0473,16O,water,0.00313
0.055,106.4,0.25,0.0648,0.0515,16O,water,0.00344
0.06,109.6,0.2739,0.0693,0.0557,16O,water,0.00375
0.065,112.7,0.2979,0.0737,0.0599,16O,water,0.00406
0.07,115.7,0.322,0.0779,0.064,16O,water,0.00438
0.08,121.5,0.3703,0.0861,0.0721,16O,water,0.005
0.09,127.3,0.4186,0.0938,0.08,16O,water,0.00563
0.1,132.9,0.4666,0.101,0.0877,16O,water,0.00625
